Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,                            ,                             ,                              ,                               ,                                ,                                 ,                                  ,                                   ,                                    
Spring,2011,"HENDRICKSON, C.  (co-taught)",CEE,12718,SUSTAINBLE ENGNG PRJ,A,9,10,90%,11.00,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.20,3.60,,,,,,,,,
Spring,2011,"COFFELT, D.  (co-taught)",CEE,12750,INFRASTRUCTURE MGMT,A,17,25,68%,10.65,4.24,4.29,4.35,4.24,4.41,4.24,4.59,4.24,4.18,,,,,,,,,
Spring,2011,"HENDRICKSON, C.  (co-taught)",CEE,12750,INFRASTRUCTURE MGMT,A,17,25,68%,10.29,4.24,4.47,4.53,4.24,4.53,4.50,4.47,4.29,4.35,,,,,,,,,
Spring,2011,"ACHARYA, A.  (co-taught)",CEE,12784,SPECIAL TOPICS,A,6,7,86%,2.60,3.60,4.20,4.00,4.00,3.80,3.80,4.20,3.80,3.80,,,,,,,,,
Spring,2011,"DAYAL, K.  (co-taught)",CEE,12784,SPECIAL TOPICS,A,6,7,86%,3.00,3.83,4.33,4.00,4.00,4.00,4.00,4.33,4.00,3.83,,,,,,,,,
Spring,2011,"DZOMBAK, D.  (co-taught)",CEE,FA14-12-794,GRADUATE SEMINAR,A,37,57,65%,2.67,4.58,4.75,4.61,4.42,4.53,4.50,4.69,4.64,4.56,,,,,,,,,
Spring,2011,"KARAMALIDIS, A.  (co-taught)",CEE,FA14-12-794,GRADUATE SEMINAR,A,37,57,65%,3.04,4.61,4.54,4.50,4.46,4.63,4.54,4.54,4.63,4.54,,,,,,,,,
Spring,2011,"JACOBSON, A.  (co-taught)",CHE,06466,EXPERMTL POLYMER SCI,A,2,7,29%,11.00,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,
Spring,2011,"FROLLINI, R.  (co-taught)",CHE,06466,EXPERMTL POLYMER SCI,A,2,7,29%,11.00,4.00,3.50,4.00,3.50,4.50,4.50,4.00,4.00,4.00,,,,,,,,,
Spring,2011,"MUKHERJEE, T.  (co-taught)",ECE,18421,ANALOG INTGTD CIR 1,1,5,8,63%,11.00,4.40,4.40,4.40,4.00,4.40,4.00,4.00,4.20,4.40,,,,,,,,,
Spring,2011,"CARLEY, L.  (co-taught)",ECE,18421,ANALOG INTGTD CIR 1,1,5,8,63%,11.00,4.00,4.20,4.60,3.60,4.25,4.40,4.60,4.40,4.40,,,,,,,,,
Spring,2011,"SIEWIOREK, D.  (co-taught)",ECE,18540,RAPID PROTOTYPING,1,5,9,56%,9.80,4.40,4.00,4.00,4.40,4.20,4.20,4.60,4.00,4.00,,,,,,,,,
Spring,2011,"SMAILAGIC, A.  (co-taught)",ECE,18540,RAPID PROTOTYPING,1,5,9,56%,9.80,4.60,4.20,4.00,4.40,4.20,4.20,4.40,4.20,4.40,,,,,,,,,
Spring,2011,"NEUMAN, C.  (co-taught)",ECE,18578,MECHATRONIC DESIGN,1,7,15,47%,11.43,4.43,4.14,4.00,4.29,4.00,4.00,4.57,4.14,4.86,,,,,,,,,
Spring,2011,"DOLAN, J.  (co-taught)",ECE,18578,MECHATRONIC DESIGN,1,7,15,47%,11.43,4.71,4.71,4.43,4.86,4.57,4.71,4.71,4.71,4.86,,,,,,,,,
Spring,2011,"SIEWIOREK, D.  (co-taught)",ECE,18745,RAP PROTYP COMP SYS,1,9,16,56%,7.00,4.11,3.11,3.00,3.67,3.56,3.33,4.67,3.67,3.56,,,,,,,,,
Spring,2011,"SMAILAGIC, A.  (co-taught)",ECE,18745,RAP PROTYP COMP SYS,1,9,16,56%,7.00,4.11,2.78,3.11,3.44,3.67,3.22,4.67,3.44,3.44,,,,,,,,,
Spring,2011,"GIBSON, G.  (co-taught)",ECE,18746,ADV STORAGE SYSTEMS,A,10,17,59%,11.00,4.40,4.60,4.80,3.90,4.90,4.70,4.70,4.70,4.70,,,,,,,,,
Spring,2011,"GANGER, G.  (co-taught)",ECE,18746,ADV STORAGE SYSTEMS,A,10,17,59%,11.00,4.50,4.50,4.70,4.00,4.70,4.50,4.60,4.80,4.70,,,,,,,,,
Spring,2011,"CRANOR, L.  (co-taught)",EPP,19451,EPP PROJECT,A,10,21,48%,9.80,3.80,3.60,3.70,3.80,3.50,3.50,3.80,3.50,3.30,,,,,,,,,
Spring,2011,"CASMAN, E.  (co-taught)",EPP,19451,EPP PROJECT,A,10,21,48%,9.88,3.89,3.33,3.38,3.44,3.22,3.11,3.78,3.22,3.44,,,,,,,,,
Spring,2011,"FISCHBECK, P.  (co-taught)",EPP,19451,EPP PROJECT,B,6,12,50%,9.00,4.33,3.67,4.00,4.67,4.83,4.00,4.40,4.33,4.50,,,,,,,,,
Spring,2011,"GROSSMANN, I.  (co-taught)",EPP,19451,EPP PROJECT,B,6,12,50%,9.20,4.17,4.00,3.50,4.17,3.83,3.67,4.67,4.33,4.00,,,,,,,,,
Spring,2011,"COFFELT, D.  (co-taught)",EPP,19617,INFRASTRUCTR MNGMNT,A,3,5,60%,5.00,4.33,4.00,4.00,3.67,4.67,4.33,4.67,4.33,4.00,,,,,,,,,
Spring,2011,"HENDRICKSON, C.  (co-taught)",EPP,19617,INFRASTRUCTR MNGMNT,A,3,5,60%,5.00,4.67,4.33,3.67,4.00,4.00,4.00,4.67,4.00,4.00,,,,,,,,,
Spring,2011,"TONGIA, R.  (co-taught)",EPP,19662,SP TPS:TCH DV CH IN,A,2,10,20%,8.00,3.50,3.00,3.00,3.50,3.50,2.50,5.00,2.50,2.50,,,,,,,,,
Spring,2011,"SCHWARTZ, L.  (co-taught)",EPP,19662,SP TPS:TCH DV CH IN,A,2,10,20%,8.00,3.00,2.50,3.00,3.00,2.50,2.00,5.00,2.50,2.00,,,,,,,,,
Spring,2011,"CRANOR, L.  (co-taught)",EPP,19752,EPP PROJECT MGMT,A,1,2,50%,8.00,4.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,
Spring,2011,"CASMAN, E.  (co-taught)",EPP,19752,EPP PROJECT MGMT,A,1,2,50%,8.00,5.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,
Spring,2011,"MAY, C.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,17,28,61%,11.00,4.59,4.24,4.53,4.18,4.65,4.53,4.71,4.53,4.29,,,,,,,,,
Spring,2011,"NOLAN, R.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,17,28,61%,10.82,4.53,4.18,4.41,4.53,4.76,4.53,4.53,4.47,4.35,,,,,,,,,
Spring,2011,"WAITS, C.  (co-taught)",INI,14822,HOST BASED FORENSICS,A,15,23,65%,8.80,4.67,4.40,4.47,4.00,4.60,4.53,4.73,4.47,4.33,,,,,,,,,
Spring,2011,"MATTSON, J.  (co-taught)",INI,14822,HOST BASED FORENSICS,A,15,23,65%,8.80,4.67,4.47,4.53,4.13,4.67,4.60,4.73,4.33,4.33,,,,,,,,,
Spring,2011,"WAITS, C.  (co-taught)",INI,14824,ADVD HST-BSD FRC ANL,A4,9,15,60%,7.00,4.78,4.56,4.44,4.11,4.56,4.44,4.89,4.44,4.38,,,,,,,,,
Spring,2011,"MATTSON, J.  (co-taught)",INI,14824,ADVD HST-BSD FRC ANL,A4,9,15,60%,7.25,4.78,4.56,4.44,4.00,4.56,4.33,4.89,4.33,4.44,,,,,,,,,
Spring,2011,"NEUMAN, C.  (co-taught)",MEG,24778,MECHATRONIC DESIGN,1,19,23,83%,10.84,4.32,4.21,4.21,4.32,4.26,3.95,4.53,4.11,4.58,,,,,,,,,
Spring,2011,"DOLAN, J.  (co-taught)",MEG,24778,MECHATRONIC DESIGN,1,19,23,83%,10.84,4.47,4.42,4.42,4.58,4.37,4.26,4.63,4.37,4.56,,,,,,,,,
Spring,2011,"HEARD, R.  (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,47,75,63%,5.51,4.40,4.40,4.47,4.15,4.45,4.40,4.64,4.40,4.30,,,,,,,,,
Spring,2011,"BOCKSTALLER, M.  (co-taught)",MSE,27100,ENG MATERLS OF FUTRE,1,47,75,63%,5.89,3.98,4.23,4.23,3.66,4.13,4.06,4.49,3.83,4.02,,,,,,,,,
Spring,2011,"LAUGHLIN, D.  (co-taught)",MSE,27445,MAGNETIC MATERIALS,A,6,11,55%,7.50,4.00,3.67,4.00,3.67,3.83,4.00,4.50,4.00,3.50,,,,,,,,,
Spring,2011,"MCHENRY, M.  (co-taught)",MSE,27445,MAGNETIC MATERIALS,A,6,11,55%,7.50,3.83,3.33,3.67,3.00,3.67,3.50,4.17,3.17,3.33,,,,,,,,,
Spring,2011,"KATZ, E.  (co-taught)",SV,96705,ARCH AND DESIGN,A3,5,16,31%,8.00,4.20,4.20,4.20,4.00,4.00,4.00,5.00,4.40,4.20,,,,,,,,,
Spring,2011,"LETSINGER, R.  (co-taught)",SV,96705,ARCH AND DESIGN,A3,5,16,31%,9.20,4.60,4.00,4.20,4.60,4.80,4.60,5.00,4.40,4.20,,,,,,,,,
Spring,2011,"BAREISS, E.  (co-taught)",SV,96791,BUSINESS OF SOFTWARE,A4,4,20,20%,10.25,3.25,3.75,3.50,3.50,3.25,3.75,2.67,3.50,3.50,,,,,,,,,
Spring,2011,"WASSERMAN, A.  (co-taught)",SV,96791,BUSINESS OF SOFTWARE,A4,4,20,20%,11.00,3.50,3.75,3.50,3.50,3.25,3.75,3.00,3.50,3.50,,,,,,,,,
Fall,2011,"ANTAKI, J.  (co-taught)",BMD,42401,FNDTN OF BME DESIGN,A,24,52,46%,4.09,4.22,3.96,4.09,4.00,4.22,4.09,4.30,3.91,4.17,,,,,,,,,
Fall,2011,"ZAPANTA, C.  (co-taught)",BMD,42401,FNDTN OF BME DESIGN,A,24,52,46%,4.09,4.71,4.54,4.58,4.63,4.50,4.54,4.83,4.83,4.42,,,,,,,,,
Fall,2011,"ERGAN, S.  (co-taught)",CEE,FA14-12-411,PRJ MANGMT CONSTRCTN,A,35,59,59%,7.03,4.09,3.69,3.74,3.34,3.83,3.77,4.23,3.66,3.60,,,,,,,,,
Fall,2011,"AKINCI, B.  (co-taught)",CEE,FA14-12-411,PRJ MANGMT CONSTRCTN,A,35,59,59%,7.03,4.00,4.00,4.00,3.57,4.17,4.06,4.37,4.00,3.74,,,,,,,,,
Fall,2011,"SIDES, P.  (co-taught)",CHE,06608,SAFTY IN SCI/ENG PRA,A,26,41,63%,2.00,3.96,4.12,4.28,4.08,4.50,4.24,4.24,4.20,4.04,,,,,,,,,
Fall,2011,"SCHNEIDER, J.  (co-taught)",CHE,06608,SAFTY IN SCI/ENG PRA,A,26,41,63%,2.00,4.36,4.40,4.36,4.33,4.60,4.46,4.44,4.46,4.20,,,,,,,,,
Fall,2011,"STEPPAN, S.  (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,1,5,20%,14.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,,,,,,,,,
Fall,2011,"FROLLINI, R.  (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,1,5,20%,14.00,5.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,,,,,,,,,
Fall,2011,"STEPPAN, S.  (co-taught)",CIT,39801,COLL POLY SUR LAB I,B,4,7,57%,7.25,4.75,5.00,5.00,4.75,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2011,"FROLLINI, R.  (co-taught)",CIT,39801,COLL POLY SUR LAB I,B,4,7,57%,7.25,4.00,4.25,4.50,4.25,4.75,4.75,4.75,4.75,4.75,,,,,,,,,
Fall,2011,"HOE, J.  (co-taught)",ECE,18200,EMERGING TRENDS ECE,A1,39,151,26%,2.15,4.08,4.33,4.21,3.87,4.05,4.13,4.33,4.13,3.90,,,,,,,,,
Fall,2011,"Schlesinger, T.  (co-taught)",ECE,18200,EMERGING TRENDS ECE,A1,39,151,26%,2.16,3.97,4.18,4.13,3.82,3.95,4.05,4.10,4.03,3.90,,,,,,,,,
Fall,2011,"GANGER, G.  (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,37,64,58%,12.50,4.57,4.68,4.68,4.22,4.70,4.46,4.65,4.49,4.57,,,,,,,,,
Fall,2011,"OHALLARON, D.  (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,37,64,58%,12.54,4.61,4.64,4.69,4.36,4.69,4.58,4.72,4.50,4.53,,,,,,,,,
Fall,2011,"SULLIVAN, T.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,17,35,49%,10.29,4.18,4.12,4.18,3.53,4.06,4.24,4.47,4.12,3.94,,,,,,,,,
Fall,2011,"TOWE, E.  (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,17,35,49%,9.94,3.35,3.41,3.41,2.82,3.82,3.12,3.71,3.00,3.35,,,,,,,,,
Fall,2011,"THOMAS, D.  (co-taught)",ECE,18240,STRC DES DIGTL SYSTM,1,86,86,100%,11.99,4.30,4.49,4.53,4.02,4.41,4.22,4.50,4.10,4.10,,,,,,,,,
Fall,2011,"NACE, W.  (co-taught)",ECE,18240,STRC DES DIGTL SYSTM,1,86,86,100%,11.84,4.44,4.53,4.47,4.26,4.47,4.39,4.44,4.28,4.22,,,,,,,,,
Fall,2011,"KROGH, B.  (co-taught)",ECE,18290,SIGNALS & SYSTEMS,1,48,103,47%,10.54,4.09,4.24,4.30,3.83,4.28,4.37,4.30,4.36,3.65,,,,,,,,,
Fall,2011,"SULLIVAN, T.  (co-taught)",ECE,18290,SIGNALS & SYSTEMS,1,48,103,47%,11.00,3.67,3.48,3.50,3.13,3.65,3.27,3.83,3.15,3.23,,,,,,,,,
Fall,2011,"LANE, I.  (co-taught)",ECE,18645,HOW TO WRT FAST CODE,A,23,43,53%,9.04,4.00,4.13,4.39,3.65,4.39,4.00,4.36,4.04,4.09,,,,,,,,,
Fall,2011,"CHONG, J.  (co-taught)",ECE,18645,HOW TO WRT FAST CODE,A,23,43,53%,8.90,4.35,4.30,4.39,3.74,4.26,4.17,4.57,4.04,4.04,,,,,,,,,
Fall,2011,"LANE, I.  (co-taught)",ECE,18645,HOW TO WRT FAST CODE,SV,7,8,88%,11.00,4.71,4.43,4.86,4.57,4.71,4.00,4.71,4.29,4.57,,,,,,,,,
Fall,2011,"CHONG, J.  (co-taught)",ECE,18645,HOW TO WRT FAST CODE,SV,7,8,88%,11.00,4.57,4.43,4.71,4.43,4.43,4.14,4.71,4.14,4.57,,,,,,,,,
Fall,2011,"ZHANG, Y.  (co-taught)",ECE,18799,SP TPC SG PRC NTW SC,SV,5,6,83%,10.40,4.40,4.60,4.20,4.00,4.40,4.40,4.80,4.40,4.00,,,,,,,,,
Fall,2011,"MENGSHOEL, O.  (co-taught)",ECE,18799,SP TPC SG PRC NTW SC,SV,5,6,83%,9.20,3.00,3.60,3.00,3.00,3.00,3.00,4.40,2.80,3.60,,,,,,,,,
Fall,2011,"SATYANARAYANAN, M.  (co-taught)",ECE,18843,MOBLE PERVASIVE COMP,A,2,2,100%,12.50,5.00,5.00,5.00,5.00,4.50,4.50,5.00,5.00,5.00,,,,,,,,,
Fall,2011,"SIEWIOREK, D.  (co-taught)",ECE,18843,MOBLE PERVASIVE COMP,A,2,2,100%,12.50,5.00,5.00,5.00,5.00,4.50,4.50,5.00,5.00,5.00,,,,,,,,,
Fall,2011,"FISCHHOFF, B.  (co-taught)",EPP,19452,EPP PROJECT,B,4,8,50%,10.25,4.50,4.25,4.50,4.75,4.25,4.50,4.75,4.75,4.25,,,,,,,,,
Fall,2011,"MATTHEWS, D.  (co-taught)",EPP,19452,EPP PROJECT,B,4,8,50%,10.25,4.00,4.00,4.25,4.00,4.25,4.50,4.00,4.25,4.25,,,,,,,,,
Fall,2011,"SAMARAS, C.  (co-taught)",EPP,19688,INNOV ENERGY & ENVIR,A,12,17,71%,8.00,4.83,4.58,4.75,4.42,4.75,4.50,4.83,4.58,4.17,,,,,,,,,
Fall,2011,"FISHER, E.  (co-taught)",EPP,19688,INNOV ENERGY & ENVIR,A,12,17,71%,7.73,4.40,4.30,4.50,4.20,4.30,4.10,4.50,4.10,4.10,,,,,,,,,
Fall,2011,"MAY, C.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,25,41,61%,9.04,4.04,4.04,4.00,3.67,4.17,4.21,4.33,4.04,3.96,,,,,,,,,
Fall,2011,"NOLAN, R.  (co-taught)",INI,14761,APPLD INFO ASSURANCE,A,25,41,61%,8.43,4.04,4.08,3.96,3.58,4.00,4.17,4.29,3.96,3.92,,,,,,,,,
Fall,2011,"MATTSON, J.  (co-taught)",INI,14823,NETWORK FORENSICS,A,11,17,65%,4.57,4.29,4.14,4.29,4.00,4.29,4.29,4.86,4.00,3.71,,,,,,,,,
Fall,2011,"RUSH, K.  (co-taught)",INI,14823,NETWORK FORENSICS,A,11,17,65%,5.00,4.09,4.00,4.00,3.55,3.82,3.82,4.70,3.60,3.00,,,,,,,,,
Fall,2011,"HAMMERSTEIN, J.  (co-taught)",INI,14826,EVNT RECNSTN CORRLTN,A2,8,11,73%,8.00,4.29,4.29,4.29,4.43,4.43,4.43,4.57,4.43,4.43,,,,,,,,,
Fall,2011,"FLOODEEN, R.  (co-taught)",INI,14826,EVNT RECNSTN CORRLTN,A2,8,11,73%,7.14,4.63,4.50,4.38,4.63,4.63,4.75,4.75,4.63,4.63,,,,,,,,,
Fall,2011,"WISS, J.  (co-taught)",MEG,24421,INTERNL COMBST ENGNS,1,18,24,75%,6.94,4.41,4.12,4.12,4.12,4.47,4.29,4.76,4.35,4.29,,,,,,,,,
Fall,2011,"SINGH, S.  (co-taught)",MEG,24421,INTERNL COMBST ENGNS,1,18,24,75%,7.00,4.00,3.56,3.72,3.72,4.00,3.78,4.06,3.89,3.89,,,,,,,,,
Fall,2011,"WISS, J.  (co-taught)",MEG,24642,SP TP FUEL CELLS,A,16,17,94%,8.60,4.27,3.93,3.93,4.07,4.13,3.93,4.47,3.73,4.13,,,,,,,,,
Fall,2011,"SIEFERT, N.  (co-taught)",MEG,24642,SP TP FUEL CELLS,A,16,17,94%,8.60,4.38,4.19,4.31,4.25,4.25,4.19,4.69,4.06,4.06,,,,,,,,,
Fall,2011,"DU PONT, B.  (co-taught)",MEG,24683,DESGN MANUFCT & ENVR,A,37,45,82%,8.08,4.32,4.32,4.22,4.00,4.51,4.30,4.62,4.27,4.24,,,,,,,,,
Fall,2011,"DEGENTESH, D.  (co-taught)",MEG,24683,DESGN MANUFCT & ENVR,A,37,45,82%,7.25,3.69,3.89,3.89,3.36,3.94,3.83,3.86,3.64,3.72,,,,,,,,,
Fall,2011,"at33, T.  (co-taught)",SV,96700,FOUNDATNS SW ENG,A,12,18,67%,12.75,4.18,4.00,4.18,3.91,4.09,3.91,4.27,4.00,4.18,,,,,,,,,
Fall,2011,"KATZ, E.  (co-taught)",SV,96700,FOUNDATNS SW ENG,A,12,18,67%,12.75,4.42,4.00,4.25,4.17,4.00,3.75,4.67,4.08,4.08,,,,,,,,,
Fall,2011,"at33, T.  (co-taught)",SV,96700,FOUNDATNS SW ENG,B,12,18,67%,13.50,4.67,4.17,4.50,3.92,4.67,4.64,4.83,4.67,4.58,,,,,,,,,
Fall,2011,"KATZ, E.  (co-taught)",SV,96700,FOUNDATNS SW ENG,B,12,18,67%,11.90,4.00,4.10,4.20,4.20,4.60,4.40,4.30,3.90,4.60,,,,,,,,,
Fall,2011,"BAREISS, E.  (co-taught)",SV,96788,SW PROD DEF,A1,10,21,48%,10.70,4.70,4.10,4.30,4.50,4.30,4.00,4.50,4.50,4.10,,,,,,,,,
Fall,2011,"WASSERMAN, A.  (co-taught)",SV,96788,SW PROD DEF,A1,10,21,48%,12.50,4.29,4.14,4.00,4.00,4.14,4.29,4.43,4.00,4.00,,,,,,,,,
Fall,2011,"BAREISS, E.  (co-taught)",SV,96788,SW PROD DEF,B1,1,8,13%,8.00,3.00,3.00,4.00,3.00,5.00,4.00,4.00,4.00,3.00,,,,,,,,,
Fall,2011,"WASSERMAN, A.  (co-taught)",SV,96788,SW PROD DEF,B1,1,8,13%,8.00,2.00,3.00,4.00,3.00,4.00,4.00,3.00,3.00,3.00,,,,,,,,,
Fall,2011,"BAREISS, E.  (co-taught)",SV,96789,REQUIRMENTS ANALYSIS,A2,9,21,43%,11.67,4.44,4.33,4.33,4.44,4.33,4.33,4.56,4.22,3.78,,,,,,,,,
Fall,2011,"WASSERMAN, A.  (co-taught)",SV,96789,REQUIRMENTS ANALYSIS,A2,9,21,43%,11.00,4.33,4.17,4.17,4.00,4.33,4.33,4.33,4.17,4.00,,,,,,,,,
Fall,2011,"BAREISS, E.  (co-taught)",SV,96789,REQUIRMENTS ANALYSIS,B2,1,8,13%,11.00,4.00,3.00,3.00,5.00,3.00,4.00,5.00,4.00,4.00,,,,,,,,,
Fall,2011,"WASSERMAN, A.  (co-taught)",SV,96789,REQUIRMENTS ANALYSIS,B2,1,8,13%,11.00,4.00,3.00,4.00,3.00,3.00,3.00,5.00,4.00,4.00,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2011,,,,Year of 2011,,504,984,51%,8.45,4.19,3.98,4.02,3.83,4.18,4.05,4.4,3.93,3.96,,,,,,,,,
Summer,2011,"ZHANG, P.  (co-taught)",INI,14703,INI MSIT GRAD SEMINR,M,9,29,31%,5.00,3.11,2.78,2.67,2.44,2.78,2.78,3.56,2.67,2.56,,,,,,,,,
Summer,2011,"TAGUE, P.  (co-taught)",INI,14703,INI MSIT GRAD SEMINR,M,9,29,31%,5.00,3.22,3.00,3.11,3.11,2.78,3.00,3.56,3.11,2.89,,,,,,,,,
Summer,2011,"JACKSON, C.  (co-taught)",INI,14703,INI MSIT GRAD SEMINR,M,9,29,31%,5.00,3.33,3.22,3.11,3.00,2.89,2.89,3.67,3.11,2.78,,,,,,,,,
Spring,2011,"ANDERSON, E.  (co-taught)",MEG,24684,INEGTD PRDT DEVLPMNT,A,19,25,76%,12.42,3.95,3.63,3.74,3.79,4.00,3.84,4.21,3.53,4.26,,,,,,,,,
Spring,2011,"CAGAN, J.  (co-taught)",MEG,24684,INEGTD PRDT DEVLPMNT,A,19,25,76%,12.26,4.16,4.00,4.05,4.32,4.11,4.11,4.32,4.11,4.32,,,,,,,,,
Spring,2011,"BOATWRIGHT, P.  (co-taught)",MEG,24684,INEGTD PRDT DEVLPMNT,A,19,25,76%,12.26,4.58,4.32,4.26,4.42,4.32,4.26,4.63,4.26,4.26,,,,,,,,,
Spring,2011,"HEARD, R.  (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,17,47,36%,2.18,4.41,4.47,4.53,3.76,4.29,4.53,4.47,4.35,4.35,,,,,,,,,
Spring,2011,"DEGRAEF, M.  (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,17,47,36%,2.19,4.25,4.44,4.25,3.63,4.38,4.38,4.31,4.25,4.31,,,,,,,,,
Spring,2011,"PICARD, Y.  (co-taught)",MSE,27205,MATERIALS CHARACTZTN,A,17,47,36%,2.20,4.44,4.31,4.25,3.75,4.31,4.38,4.31,4.25,4.31,,,,,,,,,
Fall,2011,"SOIBELMAN, L.  (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,20,44,45%,5.45,4.05,3.50,4.05,3.25,4.30,4.10,4.15,3.65,3.58,,,,,,,,,
Fall,2011,"COFFELT, D.  (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,20,44,45%,5.30,3.35,3.10,3.15,3.20,3.55,3.47,3.70,3.15,3.40,,,,,,,,,
Fall,2011,"MILLER, J.  (co-taught)",CEE,FA14-12-301,CIVIL ENVMTL ENG PRJ,A,20,44,45%,5.47,4.45,4.00,4.25,4.20,4.30,4.10,3.90,3.90,3.65,,,,,,,,,
Fall,2011,"ZHU, J.  (co-taught)",ECE,18100,INTRO ELEC COMP ENG,1,100,174,57%,9.77,4.54,4.23,4.34,4.27,4.57,4.52,4.70,4.43,4.27,,,,,,,,,
Fall,2011,"SULLIVAN, T.  (co-taught)",ECE,18100,INTRO ELEC COMP ENG,1,100,174,57%,10.05,3.95,3.97,3.96,3.67,4.19,3.78,4.53,3.69,3.89,,,,,,,,,
Fall,2011,"HOE, J.  (co-taught)",ECE,18100,INTRO ELEC COMP ENG,1,100,174,57%,9.58,4.35,4.15,4.12,3.83,4.28,4.12,4.49,3.98,4.02,,,,,,,,,
Fall,2011,"SMALL, M.  (co-taught)",EPP,19350,RS MTH & STAT EPP AN,A,3,9,33%,5.00,4.33,2.33,2.67,3.67,2.67,3.33,4.67,3.67,2.67,,,,,,,,,
Fall,2011,"CARUSO, D.  (co-taught)",EPP,19350,RS MTH & STAT EPP AN,A,3,9,33%,5.00,4.33,3.00,3.00,4.33,3.67,3.67,4.33,3.67,3.00,,,,,,,,,
Fall,2011,"GUVENC, U.  (co-taught)",EPP,19350,RS MTH & STAT EPP AN,A,3,9,33%,5.00,4.00,2.67,2.67,3.67,3.00,3.33,5.00,3.67,3.00,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2011,,,,Year of 2011,,12,36,33%,8,4.33,4,4,4.33,4,4.33,4.67,4,4,,,,,,,,,
Fall,2011,"RUBIN, E.  (co-taught)",EPP,19452,EPP PROJECT,A,3,9,33%,8.00,4.33,4.00,4.00,4.33,4.00,4.33,4.67,4.00,4.00,,,,,,,,,
Fall,2011,"TARR, J.  (co-taught)",EPP,19452,EPP PROJECT,A,3,9,33%,8.00,4.33,4.00,4.00,4.33,4.00,4.33,4.67,4.00,4.00,,,,,,,,,
Fall,2011,"TUMMINELLO, M.  (co-taught)",EPP,19452,EPP PROJECT,A,3,9,33%,8.00,4.33,4.00,4.00,4.33,4.00,4.33,4.67,4.00,4.00,,,,,,,,,
Fall,2011,"GRIFFIN, M.  (co-taught)",EPP,19452,EPP PROJECT,A,3,9,33%,8.00,4.33,4.00,4.00,4.33,4.00,4.33,4.67,4.00,4.00,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 5,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2010,,,,Year of 2010,,7401,11641,64%,8.23,4.28,4.18,4.21,3.92,4.28,4.15,4.5,4.11,4.06,,,,,,,,,
Summer,2010,THOMAS SULLIVAN,ECE,18100,INTRO ELEC COMP ENG,E,15,36,42%,13.80,4.60,4.40,4.60,3.80,4.80,4.47,4.87,4.47,4.47,,,,,,,,,
Summer,2010,PATRICK TAGUE,INI,14703,INI MSIT GRAD SEMINR,M,10,26,38%,5.30,4.30,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.30,,,,,,,,,
