Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,1 : Project 1. Draw on Skills,2: Interest in student learning,3: Explain course requirements,3 : Project 2. Develop skills,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,6 : Project 3. Demand on Time and Attn,7: Project 4. External Review Committee helpfulness,7 : Explains subject matter,8: Show respect for students,8 : Project 5. Faculty Mgmt Satisfaction,9: Project 6. Group Worked Smoothly,9 : Overall teaching,10: Overall course,10 : Project 7. Effective learning experience,11: Project 8. Project Size,12: Project 9. General Rating,14: Proj Instr 1. Motivation,15: Proj Instr 2. Guidance,16: Proj Instr 3. Knows next steps,17: Proj Instr 4. Instructor availability,18: Proj Instr 5. Overall Lead Effectiveness
Fall,2014,BENJAMIN ZAMZOW,ISM,95710,ECONOMIC ANALYSIS,D2,29,45,64%,8.15,4.07,3.62,3.62,3.72,3.66,3.66,4.31,3.62,3.59,,,,,,,,,,,,,,
Fall,2014,ALESSANDRO ACQUISTI,ISM,95710,ECONOMIC ANALYSIS,E1,29,44,66%,12.45,4.76,4.69,4.69,4.62,4.76,4.76,4.83,4.69,4.75,,,,,,,,,,,,,,
Fall,2014,KAREN CLAY,ISM,95710,ECONOMIC ANALYSIS,F2,21,37,57%,13.00,3.38,3.29,3.24,3.14,3.19,3.05,4.25,3.10,3.05,,,,,,,,,,,,,,
Fall,2014,TIONG LIM,ISM,95710,ECONOMIC ANALYSIS,G2,32,35,91%,8.23,4.66,4.50,4.56,4.56,4.65,4.47,4.69,4.63,4.47,,,,,,,,,,,,,,
Fall,2014,STEPHEN ROEHRIG,ISM,95712,OBJ ORIENT PRG JAVA,A,38,61,62%,11.86,4.42,4.34,4.42,4.05,4.42,4.37,4.42,4.37,4.34,,,,,,,,,,,,,,
Fall,2014,STEPHEN ROEHRIG,ISM,95712,OBJ ORIENT PRG JAVA,B,39,53,74%,11.00,4.33,4.38,4.29,3.97,4.33,4.38,4.51,4.31,4.26,,,,,,,,,,,,,,
Fall,2014,STEPHEN ROEHRIG,ISM,95712,OBJ ORIENT PRG JAVA,C,33,53,62%,13.44,4.18,4.21,4.30,4.15,4.18,4.24,4.39,4.15,4.18,,,,,,,,,,,,,,
Fall,2014,MURLIKRISHNA VISWANATHAN,ISM,95712,OBJ ORIENT PRG JAVA,K,23,27,85%,13.65,4.22,4.39,4.39,4.00,4.30,4.26,4.74,4.30,4.35,,,,,,,,,,,,,,
Fall,2014,MURLIKRISHNA VISWANATHAN,ISM,95712,OBJ ORIENT PRG JAVA,L,25,30,83%,15.50,3.92,4.08,4.20,3.84,4.00,3.80,4.36,3.80,3.92,,,,,,,,,,,,,,
Fall,2014,SAKIR YUCEL,ISM,95713,INTERMEDIATE JAVA II,A1,6,8,75%,6.20,4.50,4.50,4.67,4.17,4.67,4.50,5.00,4.33,3.67,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,A1,33,33,100%,10.84,4.34,4.39,4.30,3.88,4.33,4.30,4.39,4.24,4.12,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,B1,36,36,100%,13.42,4.33,4.33,4.33,3.89,4.39,4.36,4.36,4.25,4.14,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,ISM,95715,FINANCIAL ACCOUNTING,C1,34,35,97%,13.03,4.53,4.62,4.65,4.00,4.59,4.52,4.56,4.47,4.35,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,A2,24,35,69%,8.05,4.33,4.42,4.46,4.33,4.39,4.48,4.21,4.29,4.22,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,B2,19,33,58%,12.17,4.16,4.21,4.05,4.11,4.21,4.00,4.32,4.11,4.05,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,ISM,95716,PRINCIPLS OF FINANCE,C2,25,36,69%,11.13,4.32,4.36,4.32,4.08,4.28,4.32,4.48,4.24,4.20,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,A1,13,15,87%,6.38,4.31,4.15,4.38,4.38,4.46,4.31,4.23,4.31,4.17,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,B1,14,15,93%,5.86,4.86,4.57,4.64,4.86,5.00,4.86,4.79,4.71,4.64,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,C2,10,15,67%,8.33,4.60,4.60,4.70,4.60,4.70,4.60,4.60,4.60,4.60,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,D2,13,15,87%,7.00,4.85,4.69,4.69,4.92,4.92,4.69,4.92,4.92,4.77,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,E1,11,15,73%,5.82,4.73,4.09,4.55,4.55,4.55,4.73,4.82,4.82,4.27,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95718,PROFESSIONAL SPEAKNG,F2,9,15,60%,7.33,4.44,4.11,4.33,4.56,4.56,4.33,4.67,4.44,4.11,,,,,,,,,,,,,,
Fall,2014,MICHAEL SMITH,ISM,95722,DIGITAL TRANSFORMATN,A1,29,39,74%,10.07,4.79,4.66,4.72,4.48,4.69,4.66,4.83,4.79,4.62,,,,,,,,,,,,,,
Fall,2014,MICHAEL SMITH,ISM,95722,DIGITAL TRANSFORMATN,B1,32,40,80%,6.87,4.88,4.72,4.75,4.31,4.56,4.75,4.91,4.75,4.63,,,,,,,,,,,,,,
Fall,2014,MICHAEL SMITH,ISM,95722,DIGITAL TRANSFORMATN,C2,20,30,67%,7.40,4.95,4.80,4.60,4.30,4.60,4.55,4.85,4.75,4.30,,,,,,,,,,,,,,
Fall,2014,MICHAEL SMITH,ISM,95722,DIGITAL TRANSFORMATN,D2,24,37,65%,9.48,4.75,4.67,4.67,4.50,4.67,4.50,4.67,4.83,4.75,,,,,,,,,,,,,,
Fall,2014,JAMES RIEL,ISM,95722,DIGITAL TRANSFORMATN,Z1,20,23,87%,11.53,4.30,3.90,4.05,3.95,4.05,3.95,4.65,4.00,3.80,,,,,,,,,,,,,,
Fall,2014,ANDREW WRIGHT,ISM,95729,E-COMMERCE TECHNLGS,A2,12,19,63%,10.58,4.08,3.92,3.92,3.73,3.75,3.83,4.25,3.58,3.50,,,,,,,,,,,,,,
Fall,2014,PAWAN KHERA,ISM,95730,E-BUS TECH & MGMT,Z,9,15,60%,12.78,4.00,3.89,3.67,4.22,4.00,3.78,4.44,3.89,3.56,,,,,,,,,,,,,,
Fall,2014,PAWAN KHERA,ISM,95730,E-BUS TECH & MGMT,ZZ,7,16,44%,11.43,4.29,4.86,4.57,4.14,4.29,4.43,4.86,4.43,4.14,,,,,,,,,,,,,,
Fall,2014,MICHAEL MCCARTHY,ISM,95733,INTERNET TCHNOLOGIES,A1,17,25,68%,16.12,4.29,4.06,4.18,4.00,4.24,4.12,4.82,4.29,4.12,,,,,,,,,,,,,,
Fall,2014,RICHARD CARALLI,ISM,95752,INTRO INFO SEC MGT,A,20,29,69%,9.35,4.80,4.75,4.80,4.50,4.85,4.75,4.80,4.75,4.70,,,,,,,,,,,,,,
Fall,2014,MARTIN LINDNER,ISM,95753,NETWK & INTERNET SEC,A1,18,24,75%,7.33,4.56,4.50,4.61,4.39,4.50,4.44,4.78,4.44,4.28,,,,,,,,,,,,,,
Fall,2014,MARTIN LINDNER,ISM,95753,NETWK & INTERNET SEC,Z1,10,14,71%,8.60,4.40,4.40,4.40,3.60,4.70,4.60,4.50,4.63,4.50,,,,,,,,,,,,,,
Fall,2014,DAVID CHOI,ISM,95760,DCSN MKG UNCERTAINTY,A1,44,50,88%,11.23,3.68,3.75,3.89,3.50,3.93,3.66,4.39,3.64,3.75,,,,,,,,,,,,,,
Fall,2014,DAVID CHOI,ISM,95760,DCSN MKG UNCERTAINTY,B1,38,46,83%,10.41,4.16,4.16,4.13,3.84,4.18,4.08,4.42,4.11,4.11,,,,,,,,,,,,,,
Fall,2014,DAVID CHOI,ISM,95760,DCSN MKG UNCERTAINTY,C2,35,47,74%,10.29,4.14,4.31,4.40,4.14,4.20,4.23,4.49,4.23,4.06,,,,,,,,,,,,,,
Fall,2014,DAVID CHOI,ISM,95760,DCSN MKG UNCERTAINTY,D2,25,45,56%,10.44,4.28,4.48,4.40,4.08,4.52,4.56,4.56,4.24,4.32,,,,,,,,,,,,,,
Fall,2014,AARON SHELMIRE,ISM,95769,NETWRK SEC ANALYSIS,Z,8,16,50%,11.43,4.88,4.88,5.00,5.00,4.88,4.88,5.00,5.00,4.75,,,,,,,,,,,,,,
Fall,2014,MICHAEL MCCARTHY,ISM,95771,DATA STRUC & ALGRTHM,A,31,35,89%,12.83,4.61,4.45,4.45,4.35,4.32,4.48,4.61,4.47,4.48,,,,,,,,,,,,,,
Fall,2014,TERRY LEE,ISM,95772,DATA STRUC APPL PRGM,A1,49,57,86%,12.59,4.84,4.90,4.84,4.71,4.88,4.86,4.88,4.82,4.82,,,,,,,,,,,,,,
Fall,2014,TERRY LEE,ISM,95772,DATA STRUC APPL PRGM,B2,56,75,75%,11.57,4.82,4.84,4.86,4.68,4.87,4.86,4.84,4.91,4.86,,,,,,,,,,,,,,
Fall,2014,KARYN MOORE,ISM,95774,BUSINESS PROCESS MDL,A1,49,59,83%,12.35,4.57,4.38,4.33,4.39,4.39,4.47,4.53,4.39,4.10,,,,,,,,,,,,,,
Fall,2014,RYAN SMALLEY,ISM,95775,IT BUSINESS LDRSHP,A2,35,44,80%,5.88,4.80,4.69,4.80,4.63,4.83,4.80,4.71,4.80,4.77,,,,,,,,,,,,,,
Fall,2014,RYAN SMALLEY,ISM,95775,IT BUSINESS LDRSHP,B1,32,34,94%,6.53,4.97,4.81,4.91,4.94,4.84,4.88,4.97,4.88,4.88,,,,,,,,,,,,,,
Fall,2014,ARTUR DUBRAWSKI,ISM,95791,DATA MINING,A2,66,94,70%,17.86,3.36,3.45,3.50,2.71,3.80,3.45,3.98,3.26,3.55,,,,,,,,,,,,,,
Fall,2014,ALISON PEEBLES,ISM,95791,DATA MINING,Z2,5,8,63%,21.40,3.20,2.40,2.60,2.60,3.00,2.60,3.40,3.00,2.40,,,,,,,,,,,,,,
Fall,2014,MARK DESANTIS,ISM,95794,TCH STARTUP TLS TCHN,A1,22,28,79%,7.00,4.36,4.32,4.50,4.09,4.50,4.55,4.45,4.41,4.33,,,,,,,,,,,,,,
Fall,2014,MARK DESANTIS,ISM,95794,TCH STARTUP TLS TCHN,Z2,10,16,63%,9.33,4.40,4.30,4.30,3.80,4.70,4.40,4.40,4.20,4.10,,,,,,,,,,,,,,
Fall,2014,DANIEL NEILL,ISM,95796,STATS FOR IT MANAGER,A1,40,41,98%,8.77,3.55,3.95,3.85,3.28,3.82,3.60,4.30,3.60,3.57,,,,,,,,,,,,,,
Fall,2014,DANIEL NEILL,ISM,95796,STATS FOR IT MANAGER,B1,34,36,94%,10.79,3.97,4.32,4.26,3.42,3.94,3.94,4.45,3.88,3.79,,,,,,,,,,,,,,
Fall,2014,DANIEL NEILL,ISM,95796,STATS FOR IT MANAGER,C1,37,42,88%,11.81,3.51,3.84,3.76,3.19,3.70,3.65,4.35,3.57,3.70,,,,,,,,,,,,,,
Fall,2014,DANIEL NEILL,ISM,95796,STATS FOR IT MANAGER,D1,48,55,87%,10.43,3.87,3.92,4.00,3.54,3.79,3.77,4.35,3.73,3.67,,,,,,,,,,,,,,
Fall,2014,JOHN SHANTZ,ISM,95797,DATA WAREHOUSING,A2,33,44,75%,7.73,4.03,3.97,3.97,4.03,3.97,3.94,4.55,3.88,3.88,,,,,,,,,,,,,,
Fall,2014,BEIBEI LI,ISM,95797,DATA WAREHOUSING,B2,32,41,78%,8.97,4.03,3.94,3.91,3.88,4.06,4.03,4.44,3.88,3.91,,,,,,,,,,,,,,
Fall,2014,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,A1,38,39,97%,8.32,4.55,4.47,4.45,4.16,4.47,4.42,4.74,4.29,4.29,,,,,,,,,,,,,,
Fall,2014,SUMMER FOWLER,ISM,95808,IT PROJECT MANAGEMNT,A1,29,30,97%,8.24,4.45,4.28,4.34,4.66,4.41,4.38,4.83,4.24,4.10,,,,,,,,,,,,,,
Fall,2014,DAVID BOYD,ISM,95808,IT PROJECT MANAGEMNT,B2,14,23,61%,8.64,3.71,3.50,3.64,3.50,4.07,3.71,4.29,3.57,3.36,,,,,,,,,,,,,,
Fall,2014,RAKESH THAPAR,ISM,95808,IT PROJECT MANAGEMNT,Z1,6,8,75%,12.00,3.33,3.60,3.67,3.50,3.83,3.83,3.67,3.33,3.17,,,,,,,,,,,,,,
Fall,2014,JANUSZ SZCZYPULA,ISM,95813,INTERMED DATABSE MGT,A1,17,20,85%,13.12,4.71,4.82,4.76,4.65,4.82,4.76,4.88,4.76,4.76,,,,,,,,,,,,,,
Fall,2014,LORRIE CRANOR,ISM,95818,PRVCY PLCY LAW & TCH,A,3,4,75%,10.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,JON PEHA,ISM,95824,POLCY WIRELESS SYSTM,A,1,2,50%,11.00,4.00,4.00,4.00,2.00,2.00,1.00,5.00,3.00,2.00,,,,,,,,,,,,,,
Fall,2014,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,A1,10,13,77%,9.78,4.20,4.10,4.10,4.20,4.30,4.20,4.50,3.78,4.10,,,,,,,,,,,,,,
Fall,2014,DAVID ROSS,ISM,95833,GLBL IT MANGMNT SRCG,Y,17,23,74%,8.75,4.24,3.82,4.00,4.12,4.12,4.06,4.53,4.12,3.88,,,,,,,,,,,,,,
Fall,2014,ANDREW WASSER,ISM,95833,GLBL IT MANGMNT SRCG,Z,11,14,79%,9.09,4.82,4.55,4.73,4.73,4.91,4.73,4.91,4.91,4.73,,,,,,,,,,,,,,
Fall,2014,ANDREW WASSER,ISM,95837,GLOBAL IT SOURCING,A1,18,18,100%,7.17,4.78,4.67,4.67,4.72,4.72,4.67,4.89,4.72,4.67,,,,,,,,,,,,,,
Fall,2014,ANDREW WASSER,ISM,95837,GLOBAL IT SOURCING,K1,23,25,92%,12.36,4.35,4.17,4.17,4.48,4.30,4.26,4.70,4.30,4.13,,,,,,,,,,,,,,
Fall,2014,SIDNEY FABER,ISM,95855,NTWRK SITNL AWRNESS,A,24,27,89%,7.38,4.54,4.58,4.50,4.13,4.58,4.63,4.88,4.46,4.38,,,,,,,,,,,,,,
Fall,2014,STEFAN LABASH,ISM,95859,INNOVATION & TECHNLG,A2,14,22,64%,7.14,4.57,4.43,4.36,4.43,4.79,4.43,4.92,4.36,4.31,,,,,,,,,,,,,,
Fall,2014,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,A2,16,20,80%,11.44,4.38,4.33,4.19,3.81,4.44,4.38,4.63,4.44,4.25,,,,,,,,,,,,,,
Fall,2014,STEPHEN ROEHRIG,ISM,95869,HADOOP & MAPREDUCE,A2,24,38,63%,10.57,4.00,3.52,3.57,3.52,3.70,3.48,4.00,3.78,3.52,,,,,,,,,,,,,,
Fall,2014,DAVID STEIER,ISM,95870,MANGN ANALYTC PROJCT,A2,32,45,71%,7.50,4.25,4.31,4.31,4.09,4.38,4.25,4.63,4.25,4.13,,,,,,,,,,,,,,
Fall,2014,MURLIKRISHNA VISWANATHAN,ISM,95871,MOBL APPLC DEVLPMNT,K,14,16,88%,12.71,3.29,4.00,3.71,3.00,3.31,2.86,4.14,3.07,3.07,,,,,,,,,,,,,,
Fall,2014,JOHN DAVIS,ISM,95874,AGILE METHODS,A1,20,22,91%,5.90,4.65,4.30,4.30,4.40,4.40,4.35,4.55,4.20,4.25,,,,,,,,,,,,,,
Fall,2014,WIAM YOUNES,ISM,95876,INFO SEC TRAINING,A1,20,21,95%,7.10,4.70,3.95,4.30,4.45,4.55,4.55,4.74,4.35,4.25,,,,,,,,,,,,,,
Fall,2014,COLIN UNDERWOOD,ISM,95900,INTERNSHIP,K,2,4,50%,27.00,2.50,3.00,3.00,2.50,3.00,3.50,4.00,3.00,4.50,,,,,,,,,,,,,,
Fall,2014,ALESSANDRO ACQUISTI,ISM,95901,INDEPENDENT STUDY,A,3,3,100%,10.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,ARTUR DUBRAWSKI,ISM,95911,INDEPENDENT STUDY,A,1,3,33%,17.00,5.00,4.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,REMA PADMAN,ISM,95922,INDEPENDENT STUDY,A,1,2,50%,8.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,
Fall,2014,STEPHEN ROEHRIG,ISM,95923,INDEPENDENT STUDY,A,2,2,100%,14.00,5.00,5.00,5.00,5.00,4.50,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,MICHAEL SMITH,ISM,95925,INDEPENDENT STUDY,A,2,4,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,LAURA KLEBER,PMP,91600,QUANTITATIVE METHODS,A2,21,24,88%,4.53,4.52,4.48,4.43,4.38,4.45,4.57,4.52,4.43,4.00,,,,,,,,,,,,,,
Fall,2014,DAVID LASSMAN,PMP,91800,ORGNZTNL MANAGEMENT,A,31,36,86%,7.00,4.77,4.65,4.77,4.32,4.84,4.68,4.80,4.74,4.74,,,,,,,,,,,,,,
Fall,2014,RUTH ZAPLIN,PMP,91800,ORGNZTNL MANAGEMENT,K,29,34,85%,10.50,4.21,4.17,4.14,3.93,4.31,4.31,4.45,4.14,3.93,,,,,,,,,,,,,,
Fall,2014,KATHLEEN SMITH,PMP,91801,DATA ANLYSIS MANAGER,A,24,28,86%,10.33,4.29,4.71,4.58,4.13,4.67,4.63,4.58,4.38,4.29,,,,,,,,,,,,,,
Fall,2014,MURLIKRISHNA VISWANATHAN,PMP,91802,INFORMTN SYS MANGERS,K,25,28,89%,10.40,3.68,4.00,3.96,3.68,4.00,3.88,4.42,3.75,3.60,,,,,,,,,,,,,,
Fall,2014,TIMOTHY OLOUGHLIN,PMP,91820,STRATEGIC PLANNING,K,16,20,80%,12.13,4.63,4.50,4.38,4.69,4.56,4.38,4.69,4.38,4.38,,,,,,,,,,,,,,
Fall,2014,PETER MADSEN,PMP,91828,ETHCL ISS MANAGEMNT,A1,30,37,81%,6.23,4.50,4.60,4.57,4.20,4.50,4.30,4.53,4.37,4.17,,,,,,,,,,,,,,
Fall,2014,LINDA CHAOUSIS,PMP,91843,POWER AND INFLUENCE,K1,14,15,93%,8.00,4.50,4.43,4.43,4.29,4.57,4.36,4.57,4.29,4.29,,,,,,,,,,,,,,
Fall,2014,ROBERT BARTOLACCI,PMP,91855,FINANCIAL MANAGEMENT,A,7,13,54%,7.57,3.86,3.86,3.71,3.57,3.86,4.14,4.71,3.71,3.57,,,,,,,,,,,,,,
Fall,2014,LYNNE PASTOR,PMP,91858,SPRDSHT MDLNG ANALYS,A2,2,7,29%,6.50,4.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,SILVIA BORZUTZKY,PPP,90704,POV INEQ & SOC POL,A2,18,25,72%,8.72,4.89,4.83,4.89,4.94,4.94,4.94,5.00,4.89,4.89,,,,,,,,,,,,,,
Fall,2014,TIMOTHY OLOUGHLIN,PPP,90705,POLICY ANALYSIS I,K,10,11,91%,12.10,4.90,4.33,4.30,4.30,4.80,4.60,4.60,4.50,4.40,,,,,,,,,,,,,,
Fall,2014,LOWELL TAYLOR,PPP,90710,APPL ECON ANALYSIS,A,48,63,76%,9.83,4.58,4.67,4.63,4.25,4.71,4.50,4.85,4.65,4.60,,,,,,,,,,,,,,
Fall,2014,LOWELL TAYLOR,PPP,90710,APPL ECON ANALYSIS,B,32,50,64%,9.23,4.78,4.63,4.75,4.16,4.74,4.72,4.94,4.72,4.53,,,,,,,,,,,,,,
Fall,2014,PAUL CHAPMAN,PPP,90710,APPL ECON ANALYSIS,K,11,12,92%,12.36,3.82,4.55,4.36,4.18,4.55,4.45,4.27,4.27,4.18,,,,,,,,,,,,,,
Fall,2014,MARK WESSEL,PPP,90711,EMP MTHD PUB POL MGT,C,37,49,76%,10.92,4.76,4.43,4.30,4.16,4.22,4.16,4.92,4.38,4.08,,,,,,,,,,,,,,
Fall,2014,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,A1,11,11,100%,6.64,4.64,4.73,4.73,4.82,4.45,4.82,4.82,4.73,4.73,,,,,,,,,,,,,,
Fall,2014,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,B1,10,10,100%,6.50,4.30,4.50,4.60,4.50,4.60,4.40,4.50,4.30,4.30,,,,,,,,,,,,,,
Fall,2014,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,C1,9,11,82%,8.67,4.67,3.78,3.89,4.22,4.00,3.78,4.78,4.00,3.56,,,,,,,,,,,,,,
Fall,2014,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,D1,9,10,90%,9.67,4.44,4.44,4.56,4.44,4.56,4.44,4.44,4.44,4.44,,,,,,,,,,,,,,
Fall,2014,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,E2,11,12,92%,10.55,4.73,4.73,4.73,4.73,4.82,4.82,5.00,4.82,4.73,,,,,,,,,,,,,,
Fall,2014,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,F2,11,11,100%,6.64,4.73,4.45,4.45,4.36,4.55,4.36,4.36,4.27,3.91,,,,,,,,,,,,,,
Fall,2014,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,G2,9,9,100%,6.33,4.44,4.56,4.33,4.56,4.56,4.22,4.44,4.11,3.78,,,,,,,,,,,,,,
Fall,2014,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,H2,11,11,100%,9.09,4.55,4.45,4.55,4.64,4.82,4.55,4.73,4.55,4.73,,,,,,,,,,,,,,
Fall,2014,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,I2,12,12,100%,6.50,4.75,4.50,4.50,4.50,4.67,4.58,4.58,4.50,4.33,,,,,,,,,,,,,,
Fall,2014,JONATHAN DELANO,PPP,90726,MONEY & POLITICS,A1,13,21,62%,7.25,4.23,3.58,4.08,2.85,4.85,4.54,4.77,4.46,4.08,,,,,,,,,,,,,,
Fall,2014,KARYN MOORE,PPP,90728,INTRO DATABSE MGMNT,A2,30,32,94%,9.69,4.23,4.10,4.17,4.10,4.07,4.07,4.50,3.87,3.83,,,,,,,,,,,,,,
Fall,2014,KARYN MOORE,PPP,90728,INTRO DATABSE MGMNT,B2,31,33,94%,8.68,4.35,3.77,3.84,3.61,4.23,3.93,4.55,3.97,3.81,,,,,,,,,,,,,,
Fall,2014,KARYN MOORE,PPP,90728,INTRO DATABSE MGMNT,C2,24,29,83%,10.92,4.21,3.79,4.25,4.00,4.25,4.21,4.33,4.13,3.92,,,,,,,,,,,,,,
Fall,2014,KARYN MOORE,PPP,90728,INTRO DATABSE MGMNT,D2,27,33,82%,9.33,4.56,4.04,4.31,4.22,4.37,4.56,4.67,4.33,4.19,,,,,,,,,,,,,,
Fall,2014,HAROLD MILLER,PPP,90730,METHODS POLICY ANLYS,A,24,24,100%,11.39,4.67,4.58,4.38,4.83,4.58,4.75,4.46,4.71,4.71,,,,,,,,,,,,,,
Fall,2014,GORDON LEWIS,PPP,90731,MANAGEMENT METHODS,A,7,7,100%,5.43,3.57,2.57,2.71,2.43,2.86,2.57,4.14,2.86,2.57,,,,,,,,,,,,,,
Fall,2014,ROBERT STRAUSS,PPP,90736,PUBLIC FINANCE,A,7,10,70%,12.57,3.57,3.71,3.71,3.00,3.71,3.57,3.43,3.14,3.00,,,,,,,,,,,,,,
Fall,2014,KATHLEEN SMITH,PPP,90737,BUDGET MGT CTRL SYS,A,16,17,94%,6.50,4.13,4.06,3.94,4.00,4.06,3.88,4.63,3.88,3.88,,,,,,,,,,,,,,
Fall,2014,JEROME PAYTAS,PPP,90743,URBAN REGNL ECON DEV,A,6,10,60%,8.67,4.17,4.33,4.33,4.00,4.17,4.17,4.50,4.50,4.00,,,,,,,,,,,,,,
Fall,2014,EDSON SEVERNINI,PPP,90746,URBAN ECONOMICS,A,8,9,89%,8.38,4.13,4.00,4.00,3.63,4.50,4.38,4.50,4.38,4.25,,,,,,,,,,,,,,
Fall,2014,EDSON SEVERNINI,PPP,90747,COST BENEFIT ANLYSIS,A1,16,18,89%,10.75,4.00,3.60,3.88,3.25,4.13,3.80,4.53,3.75,3.67,,,,,,,,,,,,,,
Fall,2014,EDSON SEVERNINI,PPP,90747,COST BENEFIT ANLYSIS,B2,4,9,44%,6.50,4.50,4.25,4.50,4.25,4.75,4.75,4.75,4.50,4.50,,,,,,,,,,,,,,
Fall,2014,LEE BRANSTETTER,PPP,90752,RISE EAST ASIAN ECON,A,9,13,69%,9.67,3.89,4.56,4.78,4.11,4.56,4.44,4.44,4.44,4.33,,,,,,,,,,,,,,
Fall,2014,SERGUEY BRAGUINSKY,PPP,90756,TECH & ECON GROWTH,A,3,6,50%,8.00,5.00,5.00,4.67,4.00,4.33,4.67,5.00,4.33,4.33,,,,,,,,,,,,,,
Fall,2014,ROBERT STRAUSS,PPP,90762,MACROECONOMICS,A,4,6,67%,15.00,4.25,4.00,4.50,2.75,4.75,4.25,4.75,3.25,4.00,,,,,,,,,,,,,,
Fall,2014,SILVIA BORZUTZKY,PPP,90763,HMN RGHTS CONF DVLPM,A1,14,15,93%,12.93,4.00,3.86,4.14,3.93,4.36,3.85,4.07,3.86,3.86,,,,,,,,,,,,,,
Fall,2014,SILVIA BORZUTZKY,PPP,90763,HMN RGHTS CONF DVLPM,K1,8,9,89%,9.88,4.13,4.13,3.75,4.13,4.00,3.88,4.50,4.00,4.25,,,,,,,,,,,,,,
Fall,2014,JONATHAN DELANO,PPP,90778,MEDIA & PBLC PLCY MK,A2,9,15,60%,11.00,4.56,4.22,4.38,3.78,4.11,4.33,4.44,4.22,4.11,,,,,,,,,,,,,,
Fall,2014,GARY FRANKO,PPP,90782,MULTI MEDIA,A,12,19,63%,9.58,4.67,4.75,4.67,4.58,4.36,4.75,4.75,4.67,4.67,,,,,,,,,,,,,,
Fall,2014,RODGER MORROW,PPP,90783,SHAPNG PLCY NARRATVE,A2,4,6,67%,9.75,4.75,4.00,3.75,4.50,4.75,3.75,4.75,4.00,3.75,,,,,,,,,,,,,,
Fall,2014,BENJAMIN ZAMZOW,PPP,90786,INT EMP MTH PUB POL,A,24,35,69%,9.09,4.00,3.46,3.33,3.38,3.74,2.96,4.46,2.96,3.00,,,,,,,,,,,,,,
Fall,2014,GREGORY LAGANA,PPP,90794,PRC APPLIED RESEARCH,A2,2,2,100%,6.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2014,LOWELL TAYLOR,PPP,90795,LABOR ECONOMIC POLCY,A2,10,13,77%,7.40,4.80,4.80,4.40,4.20,4.70,4.80,5.00,4.80,4.60,,,,,,,,,,,,,,
